device_id,day,source,score,rows_1min,duration_min,soc_drop
672d87e6755537a0,20220712,20220712/672d87e6755537a0/672d87e6755537a0_20220712_dynamic_processed.csv,9.204261795600177,903,1356,7.0
672d87e6755537a0,20221207,20221207/672d87e6755537a0/672d87e6755537a0_20221207_dynamic_processed.csv,9.204261795600177,903,1356,7.0
10270b8780270b80,20221122,20221122/10270b8780270b80/10270b8780270b80_20221122_dynamic_processed.csv,9.063678308231816,964,1439,-8.0
72deadc7f8553ef1,20220812,20220812/72deadc7f8553ef1/72deadc7f8553ef1_20220812_dynamic_processed.csv,8.729408858516875,1293,1439,-10.0
72deadc7f8553ef1,20221208,20221208/72deadc7f8553ef1/72deadc7f8553ef1_20221208_dynamic_processed.csv,8.729408858516875,1293,1439,-10.0
